Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
no,male,0,no,no,50,yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),90.1,3.0,4549.45
yes,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.75,2.52,75.75
no,male,1,no,no,44,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,73.85,2.46,3122.4
no,male,0,yes,yes,61,yes,no,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),68.05,2.27,4158.25
no,male,0,no,no,29,yes,no,fiber optic,no,yes,no,yes,yes,no,month-to-month,no,mailed check,89.65,2.99,2623.65
no,male,0,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,53.75,1.79,648.65
no,female,0,yes,yes,49,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),79.3,2.64,3902.45
yes,female,1,no,no,37,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.55,3.22,3580.3
yes,male,1,yes,yes,26,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,105.75,3.52,2710.25
no,male,0,no,no,52,yes,yes,fiber optic,no,no,yes,no,no,yes,two year,yes,credit card (automatic),89.45,2.98,4577.75
no,male,0,no,yes,60,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,84.95,2.83,4984.85
no,female,1,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),117.35,3.91,8436.25
yes,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.65,1.69,50.65
yes,male,0,yes,yes,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.9,2.5,1107.25
no,male,0,no,no,40,yes,no,fiber optic,no,yes,no,yes,no,yes,one year,yes,credit card (automatic),89.6,2.99,3488.15
no,male,0,no,no,29,no,no,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic check,34.3,1.14,1004.75
no,male,0,no,no,1,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,54.3,1.81,54.3
yes,female,0,no,no,36,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.15,3.3,3615.6
no,male,0,yes,no,65,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.65,3.02,5931.0
yes,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,76.35,2.54,76.35
no,female,0,no,no,65,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.85,2.83,5459.2
no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,26.0,0.87,1776.0
no,male,0,no,yes,1,no,no,dsl,no,yes,no,yes,no,no,month-to-month,no,mailed check,33.6,1.12,33.6
no,female,1,no,no,59,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,89.75,2.99,5496.9
no,female,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,80.2,2.67,384.25
no,male,1,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.95,3.83,8196.4
no,male,0,yes,yes,5,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,55.7,1.86,259.4
no,male,0,no,yes,56,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,21.2,0.71,1238.65
no,male,0,yes,yes,23,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.9,0.7,454.0
yes,male,0,no,no,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),51.75,1.72,201.1
no,female,0,no,no,2,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,electronic check,80.45,2.68,137.1
no,male,0,yes,no,11,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.55,0.68,184.95
no,female,1,yes,no,53,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.1,0.84,1275.6
yes,male,1,no,no,20,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),71.3,2.38,1389.2
no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.7,0.66,1379.8
no,female,0,no,no,26,yes,no,dsl,no,yes,yes,no,no,no,one year,yes,mailed check,56.05,1.87,1553.2
no,male,0,yes,yes,31,no,no,dsl,yes,no,yes,yes,yes,yes,one year,no,electronic check,59.95,2.0,1848.8
no,male,0,yes,yes,19,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),48.95,1.63,955.6
no,female,1,yes,no,48,yes,no,dsl,no,yes,no,no,no,yes,one year,yes,bank transfer (automatic),58.95,1.96,2789.7
yes,female,0,no,no,5,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.0,2.67,412.5
no,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.55,0.68,33.6
yes,male,1,yes,no,25,yes,yes,fiber optic,yes,no,no,no,no,yes,one year,yes,electronic check,89.05,2.97,2177.45
no,male,0,yes,yes,54,yes,no,fiber optic,no,yes,no,yes,no,no,two year,yes,bank transfer (automatic),79.95,2.66,4362.05
no,male,1,yes,no,68,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),80.35,2.68,5589.3
no,male,0,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),72.95,2.43,5265.55
no,male,0,yes,no,18,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.35,1.48,768.05
yes,female,0,no,no,3,yes,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.0,3.3,287.4
no,male,0,no,no,45,yes,no,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,75.95,2.53,3273.8
yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,42.9,1.43,42.9
yes,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,76.0,2.53,76.0
no,male,0,no,no,47,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.45,0.68,943.0
yes,male,1,yes,no,46,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.4,2.68,3605.2
no,male,1,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),88.55,2.95,6306.5
no,female,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,24.05,0.8,1764.75
no,male,0,yes,yes,37,no,no,dsl,yes,no,yes,yes,no,no,one year,yes,electronic check,40.2,1.34,1525.35
no,male,0,yes,yes,15,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,no,electronic check,101.9,3.4,1667.25
no,female,0,no,no,55,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,81.55,2.72,4509.5
no,male,0,yes,no,58,no,no,dsl,no,no,no,no,yes,yes,one year,yes,credit card (automatic),45.0,1.5,2689.35
no,male,0,yes,no,43,yes,no,dsl,no,no,no,no,yes,no,one year,yes,mailed check,56.35,1.88,2391.15
no,female,1,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,90.1,3.0,816.8
no,female,0,no,no,6,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.0,0.67,109.2
no,female,0,yes,no,55,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.7,0.66,1140.05
no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),25.2,0.84,1787.35
no,female,0,no,no,8,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.2,0.64,156.85
yes,female,0,no,no,8,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,87.05,2.9,762.1
no,female,0,yes,no,67,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),20.85,0.7,1327.4
no,female,0,yes,yes,69,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.2,0.67,1412.65
no,male,0,yes,yes,44,no,no,dsl,no,no,yes,yes,yes,yes,one year,yes,electronic check,54.3,1.81,2317.1
yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.4,1.48,44.4
yes,female,1,yes,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.85,0.7,20.85
no,female,0,yes,no,26,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),79.3,2.64,2015.8
yes,male,0,yes,yes,39,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,mailed check,86.3,2.88,3266.0
no,male,0,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,92.9,3.1,1337.45
yes,female,1,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.5,2.65,4370.25
no,male,0,no,no,49,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,98.7,3.29,4920.55
yes,male,0,yes,yes,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),108.65,3.62,6937.95
no,male,0,yes,no,38,yes,yes,dsl,no,no,yes,yes,no,yes,one year,no,credit card (automatic),69.0,2.3,2669.45
yes,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,68.95,2.3,119.75
no,male,0,yes,yes,60,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,110.6,3.69,6586.85
no,male,0,yes,no,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),112.55,3.75,7806.5
no,male,0,yes,yes,70,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,106.15,3.54,7475.1
no,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.9,1.86,238.5
no,female,0,no,no,14,yes,yes,dsl,no,yes,no,no,no,no,one year,yes,mailed check,54.25,1.81,773.2
yes,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.9,2.5,74.9
no,male,0,yes,yes,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),85.45,2.85,6029.9
no,male,0,no,no,68,yes,yes,fiber optic,yes,yes,yes,no,no,yes,two year,yes,bank transfer (automatic),102.1,3.4,7149.35
yes,female,1,no,no,20,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed check,61.6,2.05,1174.35
yes,male,0,no,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,84.4,2.81,556.35
no,female,1,yes,no,71,yes,no,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,electronic check,99.4,3.31,7168.25
no,male,0,yes,yes,66,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card (automatic),25.3,0.84,1672.35
no,female,0,no,no,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.55,1.68,235.65
no,male,0,no,yes,55,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.1,0.64,1001.5
no,male,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),24.1,0.8,1734.65
no,female,0,yes,yes,18,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.45,0.68,357.0
no,male,0,yes,no,25,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.7,3.19,2338.35
no,female,0,no,no,40,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,80.75,2.69,3208.65
no,female,0,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card (automatic),24.25,0.81,1732.95
yes,female,0,no,no,29,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),25.1,0.84,712.85
no,male,1,yes,no,29,yes,no,fiber optic,yes,no,yes,no,no,yes,one year,no,bank transfer (automatic),90.1,3.0,2656.7
no,female,0,yes,yes,61,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.1,3.84,7008.15
no,female,0,yes,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),20.1,0.67,43.15
no,male,0,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,bank transfer (automatic),59.8,1.99,3457.45
no,male,0,no,yes,13,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),78.3,2.61,1033.95
no,female,1,no,no,9,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),75.5,2.52,637.4
no,male,0,yes,yes,7,no,no,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),49.65,1.66,305.55
yes,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.85,3.13,170.85
no,male,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic check,89.55,2.98,3729.75
no,male,1,no,no,47,yes,yes,dsl,no,yes,no,yes,no,no,two year,no,bank transfer (automatic),59.6,1.99,2754.0
no,male,0,no,no,30,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.7,0.66,625.05
yes,male,1,no,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.05,3.3,3395.8
no,female,0,no,no,54,no,no,dsl,yes,no,no,yes,no,yes,one year,no,bank transfer (automatic),44.1,1.47,2369.7
yes,male,1,yes,no,17,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),100.45,3.35,1622.45
no,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),110.9,3.7,7922.75
no,male,0,yes,no,24,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,89.25,2.98,2210.2
no,female,0,no,no,37,yes,yes,dsl,yes,no,no,no,yes,no,one year,no,bank transfer (automatic),64.65,2.16,2347.85
no,female,0,yes,yes,48,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.2,0.67,1027.25
no,female,0,no,no,69,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,electronic check,104.0,3.47,7028.5
no,male,0,yes,no,31,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),66.4,2.21,2019.8
no,male,0,yes,yes,38,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),85.4,2.85,3297.0
no,female,0,no,no,37,no,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),40.2,1.34,1478.85
no,male,1,yes,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,2.34,280.35
no,female,0,yes,no,46,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,103.15,3.44,4594.65
no,male,0,no,no,21,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.0,0.67,417.7
no,male,0,no,no,39,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,106.4,3.55,4040.65
no,female,0,no,no,17,yes,no,dsl,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),79.85,2.66,1387.35
no,male,0,no,no,54,yes,no,dsl,yes,yes,no,no,yes,no,two year,yes,bank transfer (automatic),65.3,2.18,3512.9
no,female,0,yes,no,9,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.85,1.7,466.6
yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.95,1.53,45.95
no,male,0,yes,no,3,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,55.8,1.86,154.55
no,female,0,no,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),111.95,3.73,7795.95
yes,male,0,no,no,54,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),105.4,3.51,5643.4
yes,male,1,yes,no,53,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.9,3.4,5549.4
no,female,0,yes,yes,30,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.55,0.65,608.5
no,male,1,no,no,48,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,99.0,3.3,4744.35
no,male,0,yes,yes,62,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.05,0.67,1263.9
yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.3,1.51,45.3
yes,female,1,yes,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.25,3.54,6979.8
no,female,1,yes,yes,11,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),78.1,2.6,864.85
no,male,0,yes,yes,66,yes,no,no,no,no,no,no,no,no,one year,yes,electronic check,20.35,0.68,1359.5
yes,female,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.4,2.65,205.05
no,male,0,no,no,39,no,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,40.6,1.35,1494.5
no,female,0,no,no,4,no,no,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed check,35.0,1.17,135.75
no,male,0,yes,no,12,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,74.15,2.47,741.4
no,female,0,yes,yes,32,no,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic check,35.15,1.17,1051.05
yes,female,0,no,no,24,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.75,3.29,2407.3
no,male,0,yes,no,70,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),95.0,3.17,6602.9
no,female,0,no,no,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.25,0.68,1566.9
yes,female,0,no,no,15,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),25.4,0.85,399.6
no,female,0,yes,yes,17,yes,no,dsl,yes,yes,no,no,yes,yes,month-to-month,no,mailed check,74.55,2.48,1215.8
yes,female,0,no,no,8,yes,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),103.35,3.44,847.3
no,male,0,yes,yes,8,yes,yes,no,no,no,no,no,no,no,one year,no,mailed check,24.4,0.81,203.95
no,male,0,yes,no,25,no,no,dsl,no,no,yes,no,yes,no,one year,yes,credit card (automatic),38.1,1.27,970.4
no,male,0,yes,yes,10,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),20.05,0.67,218.5
no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,0.67,20.05
no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),26.45,0.88,1914.5
no,male,0,yes,yes,43,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,credit card (automatic),71.9,2.4,3173.35
no,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),83.7,2.79,6096.9
no,female,0,yes,yes,9,yes,no,dsl,yes,no,no,no,no,no,one year,no,mailed check,48.6,1.62,422.3
no,male,0,yes,no,50,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,no,electronic check,99.4,3.31,5059.75
no,female,0,yes,yes,69,yes,yes,dsl,yes,yes,no,yes,yes,no,one year,no,credit card (automatic),73.7,2.46,4885.85
no,male,0,no,yes,15,yes,no,dsl,yes,no,yes,no,no,yes,one year,no,mailed check,64.85,2.16,950.75
no,female,1,yes,no,26,yes,no,dsl,no,no,yes,no,no,yes,one year,no,mailed check,60.7,2.02,1597.4
no,female,0,yes,yes,35,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,electronic check,25.75,0.86,882.55
no,female,1,yes,no,21,yes,yes,dsl,no,yes,yes,no,no,yes,one year,no,bank transfer (automatic),71.7,2.39,1497.05
no,male,0,no,no,52,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,89.25,2.98,4652.4
no,male,0,no,no,26,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.45,1.52,1233.15
no,female,0,yes,no,71,no,no,dsl,no,no,yes,yes,no,yes,two year,yes,electronic check,47.05,1.57,3263.6
yes,male,0,no,no,33,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,68.25,2.28,2171.15
no,male,0,yes,yes,66,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,mailed check,65.85,2.19,4097.05
no,female,0,no,no,60,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.85,0.66,1128.1
no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.65,0.82,1830.05
yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,84.5,2.82,84.5
no,male,0,no,no,38,yes,yes,fiber optic,no,no,yes,yes,yes,no,one year,no,bank transfer (automatic),95.0,3.17,3605.6
yes,female,1,yes,no,61,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),104.4,3.48,6405.0
no,female,0,yes,no,17,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,78.9,2.63,1348.95
no,male,0,no,no,46,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),72.8,2.43,3249.4
no,female,0,no,no,5,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,53.8,1.79,283.95
no,male,0,yes,yes,34,yes,no,fiber optic,no,no,no,no,no,yes,one year,yes,bank transfer (automatic),78.95,2.63,2647.2
no,female,0,no,no,17,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),80.05,2.67,1345.65
no,male,1,yes,no,16,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),54.55,1.82,825.1
yes,female,1,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.75,2.52,606.25
no,male,0,yes,no,48,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),111.45,3.72,5315.1
no,female,0,yes,yes,60,no,no,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),59.85,2.0,3590.2
yes,female,0,no,no,25,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.85,2.66,2015.35
no,female,1,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),108.1,3.6,7774.05
no,female,1,no,no,66,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),102.85,3.43,6976.75
no,female,0,yes,yes,40,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,mailed check,71.35,2.38,2847.2
yes,male,1,no,no,70,no,no,dsl,no,no,no,no,yes,yes,one year,yes,electronic check,45.25,1.51,3264.45
no,male,0,no,no,23,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.15,0.67,405.6
yes,male,1,yes,no,37,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,2.86,3171.15
no,male,0,no,no,50,yes,yes,dsl,no,no,yes,yes,no,yes,two year,no,bank transfer (automatic),69.5,2.32,3418.2
no,male,0,yes,yes,60,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),60.5,2.02,3694.45
no,male,0,no,no,8,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),20.45,0.68,162.3
yes,male,1,yes,no,43,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.0,3.43,4414.3
no,male,0,no,no,10,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,no,bank transfer (automatic),62.25,2.08,612.95
no,female,0,no,yes,12,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.3,3.51,1275.65
no,male,0,no,no,37,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.35,2.34,2552.9
no,male,0,yes,yes,55,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,no,electronic check,79.4,2.65,4238.45
no,female,0,yes,yes,57,yes,no,dsl,yes,no,yes,yes,no,no,one year,yes,mailed check,59.3,1.98,3274.35
yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.95,2.33,69.95
yes,male,1,no,no,13,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.5,3.02,1201.15
no,female,0,no,no,43,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),85.1,2.84,3662.25
no,male,0,no,yes,61,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.75,0.66,1124.2
no,female,0,yes,yes,3,yes,yes,dsl,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),69.15,2.31,235.0
no,male,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,no,no,yes,two year,yes,electronic check,93.15,3.1,6368.2
no,female,0,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,23.85,0.8,1672.1
no,male,0,yes,yes,58,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),71.6,2.39,4230.25
no,male,0,yes,yes,22,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,78.65,2.62,1663.75
no,male,0,no,yes,57,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,89.55,2.98,5012.35
no,male,0,no,no,67,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.8,0.66,1311.3
no,female,0,yes,yes,36,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),19.2,0.64,702.9
no,male,0,yes,yes,72,yes,no,dsl,yes,yes,no,yes,yes,no,two year,no,bank transfer (automatic),68.4,2.28,4855.35
no,female,1,yes,no,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),78.5,2.62,5602.25
no,female,0,no,no,25,yes,no,dsl,yes,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),76.15,2.54,1992.95
no,female,0,yes,no,12,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),49.85,1.66,617.15
no,male,0,no,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.95,3.83,7711.25
yes,male,0,yes,yes,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.5,2.48,74.5
