customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
7269-JISCY,no,female,0,no,no,55,yes,no,dsl,no,no,no,no,no,no,one year,no,bank transfer (automatic),45.05,1.5,2462.6
7270-BDIOA,yes,female,0,no,no,22,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,90.0,3.0,1993.8
7271-AJDTL,no,female,0,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),94.45,3.15,5073.1
7272-QDCKA,no,male,0,no,no,28,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,electronic check,100.2,3.34,2688.45
7273-TEFQD,yes,male,1,no,no,3,no,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,41.15,1.37,132.2
7274-CGTOD,no,male,0,no,no,62,no,no,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),43.7,1.46,2618.3
7274-RTAPZ,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.55,3.02,90.55
7277-KAMWT,no,male,0,no,no,13,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.0,0.67,268.45
7277-OZCGZ,no,female,0,no,no,22,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,89.05,2.97,1886.25
7278-CKDNC,no,male,1,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.5,2.68,2088.45
7279-BUYWN,yes,female,1,no,no,41,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,113.2,3.77,4689.5
7279-NMVJC,no,female,0,no,no,17,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.9,0.66,323.15
7284-BUYEC,no,female,0,no,no,5,no,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,1.7,229.4
7284-ZZLOH,no,male,0,yes,no,45,yes,no,dsl,yes,no,yes,no,no,no,two year,no,credit card (automatic),53.3,1.78,2296.25
7285-KLOTR,no,female,0,yes,no,12,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,no,electronic check,78.85,2.63,876.75
7291-CDTMJ,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),19.65,0.65,19.65
7293-LSCDV,no,female,0,yes,yes,60,yes,no,no,no,no,no,no,no,no,two year,yes,credit card (automatic),19.25,0.64,1103.25
7294-TMAOP,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.55,3.02,90.55
7295-JOMMD,yes,female,0,no,yes,4,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),98.1,3.27,396.3
7296-PIXQY,no,female,0,yes,yes,14,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.2,2.34,1046.5
7297-DVYGA,no,female,0,no,no,51,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.85,0.66,996.95
7298-IZWLY,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.4,0.65,19.4
7299-GNVPL,no,female,0,yes,yes,23,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,no,mailed check,84.4,2.81,1936.85
7301-ABVAD,no,female,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.6,2.89,6350.5
7302-ZHMHP,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.15,0.64,19.15
7305-ZWMAJ,no,male,0,yes,no,30,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.7,0.69,587.1
7306-YDSOI,no,male,0,yes,yes,69,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,bank transfer (automatic),59.75,1.99,4069.9
7310-EGVHZ,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),20.2,0.67,20.2
7311-MQJCH,no,female,0,no,no,5,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.55,0.65,99.6
7312-XSBAT,no,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,49.75,1.66,49.75
7314-OXENN,yes,male,0,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,82.0,2.73,184.65
7315-WYOAW,no,male,0,no,no,13,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,electronic check,100.75,3.36,1313.25
7317-GGVPB,yes,male,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.6,3.62,7690.9
7318-EIVKO,no,male,0,no,no,8,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,59.25,1.98,436.6
7319-VENRZ,no,male,0,no,no,7,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),64.3,2.14,445.95
7319-ZNRTR,no,male,0,yes,yes,25,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.6,0.65,411.15
7321-KKSDU,no,male,0,no,yes,32,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.5,0.68,696.8
7321-PKUYW,yes,female,0,no,no,11,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,no,electronic check,90.15,3.01,987.95
7321-VGNKU,no,female,0,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,2.34,120.25
7321-ZNSLA,no,male,0,yes,yes,13,no,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,40.55,1.35,590.35
7322-OCWHC,no,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),93.05,3.1,6735.05
7325-ENZFI,no,female,0,no,no,39,no,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.3,1.34,1630.4
7326-RIGQZ,no,male,0,yes,yes,6,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,2.33,377.85
7328-OWMOM,no,female,0,no,yes,31,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.1,0.67,589.25
7328-ZJAJO,no,female,0,yes,yes,59,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.5,0.65,1222.65
7330-WZLNC,yes,female,0,no,no,5,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.8,3.03,455.5
7336-RLLRH,no,male,0,yes,no,27,yes,yes,dsl,yes,no,no,yes,yes,yes,one year,no,mailed check,80.85,2.7,2204.35
7337-CINUD,no,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.5,0.65,159.35
7338-ERIVA,no,male,0,no,yes,39,no,no,dsl,yes,no,no,yes,yes,no,one year,no,bank transfer (automatic),45.05,1.5,1790.6
7339-POGZN,no,female,0,no,no,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,50.7,1.69,214.55
7340-KEFQE,no,female,0,yes,yes,51,no,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),34.2,1.14,1782.0
7341-LXCAF,yes,male,0,yes,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.65,2.49,301.4
7343-EOBEU,no,male,0,yes,no,3,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,mailed check,23.6,0.79,89.05
7346-MEDWM,no,female,0,no,no,59,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,83.25,2.78,4949.1
7349-ALMUX,no,male,0,no,no,37,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),65.6,2.19,2313.8
7351-KYHQH,no,female,1,no,no,7,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,64.95,2.16,493.65
7351-MHQVU,no,female,0,no,no,6,no,no,dsl,yes,yes,no,yes,no,yes,month-to-month,no,credit card (automatic),50.95,1.7,307.6
7353-YOWFP,no,female,0,no,no,7,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.25,0.68,129.15
7354-OIJLX,no,male,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.85,2.53,724.65
7356-AYNJP,no,female,0,no,no,4,yes,yes,no,no,no,no,no,no,no,one year,no,electronic check,23.9,0.8,97.5
7356-IWLFW,no,male,0,yes,yes,46,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.0,2.67,3769.7
7359-PTSXY,yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.75,1.52,45.75
7359-SSBJK,yes,female,1,no,no,64,yes,no,dsl,yes,yes,no,yes,yes,no,two year,yes,credit card (automatic),70.2,2.34,4481.0
7359-WWYJV,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),114.45,3.82,8375.05
7361-YPXFS,no,female,1,no,no,28,yes,yes,dsl,no,yes,yes,yes,no,no,month-to-month,no,bank transfer (automatic),64.45,2.15,1867.6
7363-QTBIW,no,female,0,yes,no,9,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.75,2.66,769.1
7365-BVCJH,no,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.4,0.81,24.4
7369-TRPFD,no,male,0,no,no,19,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,18.8,0.63,279.2
7375-WMVMT,no,male,1,yes,no,71,yes,no,fiber optic,no,yes,yes,yes,no,yes,two year,yes,credit card (automatic),95.5,3.18,6707.15
7377-DMMRI,yes,male,0,no,no,2,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,47.8,1.59,92.45
7379-FNIUJ,no,male,0,no,no,2,yes,no,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,electronic check,100.2,3.34,198.5
7379-POKDZ,yes,male,0,yes,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,2.34,208.85
7382-DFJTU,no,male,0,no,no,18,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,credit card (automatic),55.2,1.84,1058.1
7384-GHBPI,yes,male,0,yes,no,3,no,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35.15,1.17,99.75
7389-KBFIT,no,female,0,yes,yes,2,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,30.25,1.01,63.75
7392-YYPYJ,no,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.65,3.36,2415.95
7394-FKDNK,yes,female,0,yes,no,9,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.45,2.98,853.1
7394-LWLYN,no,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,2.34,123.8
7395-IGJOS,yes,male,1,yes,no,17,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),81.5,2.72,1329.2
7395-XWZOY,no,male,0,no,no,20,no,no,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),55.0,1.83,1165.55
7396-VJUZB,no,male,0,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.25,1.51,155.35
7398-HPYZQ,no,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),90.55,3.02,6404.0
7398-LXGYX,no,male,0,yes,no,44,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,credit card (automatic),84.8,2.83,3626.35
7398-SKNQZ,no,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.9,3.16,273.2
7399-QHBJS,no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,no,yes,no,no,two year,no,credit card (automatic),66.75,2.22,4760.3
7401-JIXNM,no,female,0,yes,yes,54,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),91.3,3.04,4965.0
7401-RUBNK,no,female,0,yes,no,18,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,74.8,2.49,1438.05
7402-EYFXX,no,male,1,no,no,26,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.6,3.12,2404.1
7402-PWYJJ,no,female,0,yes,no,53,yes,yes,fiber optic,no,no,no,yes,no,yes,one year,yes,electronic check,91.15,3.04,4862.5
7404-JLKQG,no,female,0,no,no,3,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,57.55,1.92,161.45
7407-SUJIZ,no,male,0,no,no,25,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.6,0.69,541.5
7408-OFWXJ,no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.8,2.99,6510.45
7409-JURKQ,no,female,0,yes,no,53,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),111.8,3.73,5809.75
7409-KIUTL,yes,female,1,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.0,2.37,71.0
7410-KTVFV,yes,male,0,yes,no,18,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.55,1.65,878.35
7410-OIEDU,no,male,0,no,no,10,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,mailed check,79.85,2.66,887.35
7410-YTJIK,yes,female,0,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,75.45,2.52,480.75
7416-CKTEP,no,female,0,yes,no,57,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.6,0.65,1134.25
7421-ZLUPA,no,female,0,no,no,8,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,29.25,0.98,226.95
7422-WNBTY,no,male,0,yes,no,33,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,93.35,3.11,3092.0
7426-GSWPO,no,male,1,no,no,64,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),103.5,3.45,6548.65
7426-RHZGU,no,male,0,no,no,9,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),95.9,3.2,827.45
7426-WEIJX,no,male,1,yes,yes,60,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.95,2.7,4859.1
7427-AUFPY,no,male,0,no,no,54,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.65,0.65,1008.7
7432-FFVAR,no,female,0,yes,yes,46,yes,no,fiber optic,no,no,yes,yes,no,yes,one year,no,bank transfer (automatic),90.95,3.03,4236.6
7434-SHXLS,yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.9,0.7,20.9
7435-ZNUYY,no,male,0,no,no,6,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.6,0.69,116.6
7439-DKZTW,no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.55,2.68,80.55
7442-YGZFK,no,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),49.8,1.66,49.8
7445-WMRBW,no,female,0,no,no,48,yes,yes,dsl,no,yes,yes,yes,yes,no,one year,yes,bank transfer (automatic),73.85,2.46,3581.4
7446-KQISO,no,male,0,yes,yes,45,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.75,3.66,4900.65
7446-SFAOA,no,female,0,yes,no,37,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.85,0.66,717.5
7446-YPODE,no,male,1,no,no,11,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),60.25,2.01,662.95
7449-HVPIV,no,male,0,yes,yes,55,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),90.4,3.01,5099.15
7450-NWRTR,yes,male,1,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.45,3.32,1200.15
7452-FOLON,no,male,0,no,yes,39,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),25.45,0.85,958.45
7459-IMVYU,no,male,0,no,no,38,yes,yes,dsl,yes,yes,yes,yes,no,no,month-to-month,no,electronic check,69.95,2.33,2657.55
7459-RRWQZ,yes,female,0,no,no,15,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),64.65,2.16,994.55
7460-ITWWP,no,female,1,yes,no,45,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,86.1,2.87,3861.45
7463-IFMQU,no,female,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.05,0.67,1423.65
7465-ZZRVX,no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,2.34,70.35
7469-LKBCI,no,male,0,no,no,16,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),18.95,0.63,326.8
7470-DYNOE,no,male,0,no,no,53,yes,no,dsl,no,no,yes,no,no,yes,one year,yes,electronic check,61.1,2.04,3357.9
7470-MCQTK,yes,female,0,yes,no,13,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),48.75,1.62,633.4
7471-MQPOS,no,male,1,yes,yes,71,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),72.9,2.43,5139.65
7471-WNSUF,no,male,0,yes,no,60,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),24.15,0.8,1505.9
7472-EQOAV,no,male,1,yes,yes,71,yes,no,fiber optic,yes,yes,yes,no,no,no,one year,yes,bank transfer (automatic),86.7,2.89,6179.35
7473-ZBDSN,no,female,0,yes,yes,14,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,18.8,0.63,255.55
7479-NITWS,yes,male,0,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),89.35,2.98,631.85
7480-QNVZJ,yes,male,1,no,no,50,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.7,3.19,4816.7
7480-SPLEF,no,male,0,yes,yes,69,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),26.0,0.87,1796.55
7481-ATQQS,yes,female,1,no,no,49,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.85,3.03,4515.85
7483-IQWIB,no,male,0,yes,yes,37,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,92.95,3.1,3415.25
7486-KSRVI,yes,male,0,no,no,43,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.0,3.33,4211.55
7488-MXJIV,yes,female,0,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.65,2.86,321.65
7492-TAFJD,no,male,0,yes,yes,7,no,no,dsl,yes,yes,yes,no,no,no,two year,no,mailed check,38.55,1.28,280.0
7493-GVFIO,no,male,0,no,no,57,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.55,0.68,1252.85
7493-TPUWZ,yes,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.15,2.64,79.15
7495-OOKFY,yes,female,1,yes,no,8,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),80.65,2.69,633.3
7501-IWUNG,no,female,0,yes,yes,61,yes,no,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),73.8,2.46,4616.05
7501-VTYLJ,no,female,0,no,yes,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,51.55,1.72,106.2
7502-BNYGS,no,female,0,yes,no,46,yes,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),69.1,2.3,3168.0
7503-EPSZW,no,female,0,yes,yes,64,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,24.05,0.8,1559.15
7503-MIOGA,no,female,1,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),89.85,2.99,6697.35
7503-QQRVF,yes,male,1,yes,no,16,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),74.3,2.48,1178.25
7503-ZGUZJ,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,84.65,2.82,84.65
7504-UWHNB,no,male,0,no,no,25,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.75,2.33,1729.35
7508-DQAKK,no,female,0,no,no,64,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),86.4,2.88,5442.05
7508-KBIMB,no,male,0,yes,yes,24,yes,no,dsl,yes,no,yes,no,no,no,one year,yes,credit card (automatic),56.25,1.88,1454.25
7508-MYBOG,yes,male,0,yes,no,14,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.1,2.87,1235.55
7508-SMHXL,no,female,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,no,credit card (automatic),89.0,2.97,1288.3
7511-YMXVQ,yes,male,0,no,no,9,no,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,45.4,1.51,418.8
7515-LODFU,no,male,1,no,no,69,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.3,0.68,1356.3
7516-GMHUV,no,male,1,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),105.05,3.5,5163.3
7517-LDMPS,no,female,0,no,no,12,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,84.6,2.82,1017.35
7517-SAWMO,yes,female,0,yes,no,19,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,73.2,2.44,1441.1
7519-JTWQH,no,female,0,no,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.5,3.68,7455.45
7520-HQWJU,no,female,0,yes,yes,66,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),67.45,2.25,4508.65
7521-AFHAB,no,female,0,yes,yes,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.8,1.49,220.45
7521-YXVZY,no,male,0,no,yes,3,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.95,0.66,58.3
7524-VRLPL,no,male,1,no,no,69,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),74.1,2.47,5031.0
7526-BEZQB,yes,male,0,no,no,12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.05,3.2,1148.1
7526-IVLYU,no,male,0,no,no,3,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.65,0.65,68.35
7527-QNRUS,no,male,0,yes,yes,17,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,25.15,0.84,412.6
7529-ZDFXI,no,male,1,yes,no,57,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.85,2.99,4925.35
7530-HDYDS,yes,female,0,no,no,38,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),84.25,2.81,3264.5
7531-GQHME,no,male,0,no,no,12,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.05,0.67,265.45
7534-BFESC,yes,male,1,no,no,24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.1,2.54,1712.7
7537-CBQUZ,no,male,1,no,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),109.4,3.65,7031.45
7537-RBWEA,no,female,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.15,0.84,25.15
7538-GWHML,yes,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.65,2.32,145.15
7541-YLXCL,yes,male,0,no,no,36,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,mailed check,65.4,2.18,2498.4
7542-CYDDM,no,male,0,no,no,18,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,0.67,358.5
7544-ZVIKX,no,male,0,yes,yes,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),105.05,3.5,6004.85
7547-EKNFS,yes,male,0,yes,no,42,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),95.25,3.18,3959.35
7548-SEPYI,yes,female,0,no,no,5,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,96.25,3.21,512.45
7549-MYGPK,yes,female,0,yes,yes,63,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic check,100.55,3.35,6215.35
7550-WIQVA,no,male,0,yes,yes,50,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,108.25,3.61,5431.4
7551-DACSP,yes,male,0,yes,yes,6,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,55.3,1.84,324.25
7551-JOHTI,yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.5,0.65,19.5
7552-KEYGT,no,male,0,yes,no,27,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.55,0.65,520.55
7554-AKDQF,no,female,0,yes,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.65,1.52,323.45
7554-NEWDD,no,male,0,no,no,10,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),25.7,0.86,251.6
7558-IMLMT,no,male,0,yes,yes,67,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.8,0.69,1411.9
7560-QJAVJ,no,female,0,no,no,70,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),79.6,2.65,5589.45
7560-QRBXH,no,female,0,no,yes,48,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.95,0.66,936.7
7562-GSUHK,yes,female,0,no,no,16,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),93.2,3.11,1573.7
7562-UXTPG,no,female,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,2.34,886.7
7563-BIUPC,yes,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.6,2.69,415.55
7564-GHCVB,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),79.05,2.64,5730.7
